,NSE_Test,KGE_Test
0,0.9233738705515862,0.7799087224271578
1,0.9041885286569595,0.7721117155086129
2,0.8588720560073853,0.7209451362412422
3,0.8243569731712341,0.6908149553641451
4,0.7953851968050003,0.6684163669904144
5,0.7709800899028778,0.6507632607101289
6,0.7508872449398041,0.6376782044832153
7,0.7345891892910004,0.6284889734112122
8,0.721539169549942,0.622366461231733
9,0.7114839553833008,0.6188560848197687
10,0.7038031816482544,0.6172942239168847
11,0.6977230310440063,0.6169772203665946
12,0.6924225687980652,0.6173413741218514
13,0.687936395406723,0.6184393623188157
14,0.684313178062439,0.620138197015151
15,0.6814451813697815,0.6221866080114984
16,0.679149329662323,0.6241790125767066
17,0.6765269637107849,0.6255098294852015
18,0.6730003654956818,0.6256493048875902
19,0.6682572662830353,0.6242592114664458
20,0.6622305512428284,0.6208794180610051
21,0.6544539332389832,0.6149252868438205
22,0.6441706418991089,0.605802921220292
23,0.6309033930301666,0.5929581612748558
